22.387222196,-102.256944415,
22.1505574924305,-102.414766886902,
21.8571471680828,-102.265866611943,
22.050277775,-102.049722175,
21.791666612,-102.7466666,
21.766666636,-102.136111098,
21.8543507871807,-102.278083846585,
32.596789383807,-115.428811893652,
32.432777716,-114.967222182,
30.818611073,-116.063333294,
32.5410891234856,-116.933406906901,
31.8698563452359,-116.622320515083,
22.8881563402926,-109.912520762487,
19.0907377537501,-90.5171616445989,
18.181388841,-91.349999986,
17.910277713,-90.403055531,
25.594999944,-102.170277761,
25.3950443962776,-100.960744654069,
27.864068537541,-101.141138028403,
27.932052420236,-101.210070797432,
27.126666634,-101.617222196,
25.788611065,-103.103055543,
25.5571863468475,-103.450878868438,
25.4192124761944,-101.007938589014,
26.8935271588631,-101.426643011209,
19.1065452553747,-104.307406356181,
19.284722207,-104.239444418,
16.939722167,-91.297499949,
16.771944399,-92.16666666,
16.853611067,-92.572222184,
16.578888832,-92.009999972,
16.885833291,-92.443611065,
17.362499951,-91.595277721,
17.246944397,-92.518333308,
17.205277755,-92.750555524,
15.354166641,-92.377222178,
17.07999996,-92.332222166,
14.9317899210558,-92.2582188556938,
16.284166653,-92.030833293,
15.066666664,-92.526388841,
14.993333266,-92.403611085,
14.989444388,-92.316944431,
17.144722185,-93.371388861,
16.94222216,-92.47388885,
16.6227535694307,-93.1013386032984,
15.464166609,-92.218055543,
16.455555522,-91.573333292,
16.804166623,-91.62333329,
16.8468010403901,-92.4440977299988,
17.433611093,-92.492777732,
16.772222176,-92.660833277,
17.105277759,-92.361944397,
17.08333333,-92.268888872,
16.764999928,-92.458055515,
16.355555526,-92.488611077,
16.878055489,-92.460833285,
17.788611065,-91.915277699,
16.666944417,-92.67777772,
17.1989130050991,-92.9286702078486,
16.603611077,-93.42777773,
17.249640500918,-93.0137171838055,
16.8131640974849,-90.8925727168622,
16.7277560516398,-92.6667724730404,
17.411944395,-92.867499963,
17.343888846,-92.448611051,
17.222222198,-92.490277739,
17.21833332,-93.154722203,
17.55444441,-93.159722189,
15.8833860756293,-93.5264055080015,
16.00277777,-93.806111062,
15.1459657929596,-92.4228346882638,
17.096388849,-93.182777726,
