"Factura","Material"
6246083000,9302
6246083000,1171
6246083000,9807
6246083000,9930
6246083000,9939
6246083000,10489
6246083000,10492
6246083000,10502
6246083000,10508
6246083000,10509
6246083000,10510
6246083000,10511
6246083000,10512
6246083000,10516
6246083000,10519
6246083000,10520
6246083000,10521
6246083000,10522
6246083000,10529
6246083000,10533
6246083000,10551
6246083000,10580
6246083000,10582
6246083000,10609
6246083000,10610
6246083000,10611
6246083000,10638
6246083000,16967
6246083000,5723
6246083000,5725
6246083000,5726
6246083000,5728
6246083000,5729
6246083000,5731
6246083000,5732
6246083000,10612
6246083000,10613
6246083000,10623
6246083000,10624
6246083000,10625
6246083000,10626
6246083000,10646
6246083000,10650
6246083000,10654
6246083000,10669
6246083000,10675
6246083000,10676
6246083000,10799
6246083000,10804
6246083000,10916
6246083000,10917
6246083000,10922
6246083000,10923
6246083000,10924
6246083000,10926
6246083000,10927
6246083000,10928
6246083000,10937
6246083000,10939
6246083000,10942
6246083000,10948
6246083000,10959
6246083000,10965
6246083000,10966
6246083000,10971
6246083000,10981
6246083000,10997
6246083000,10999
6246083000,11003
6246083000,11024
6246083000,11029
6246083000,11031
6246083000,11122
6246083000,11154
6246083000,11155
6246083000,11162
6246083000,11167
6246083000,11172
6246083000,11174
6246083000,11193
6246083000,11216
6246083000,11262
6246083000,11263
6246083000,11346
6246083000,11347
6246083000,11348
6246083000,11349
6246083000,11350
6246083000,11368
6246083000,11371
6246083000,11376
6246083000,11379
6246083000,11389
6246083000,11689
6246083000,11845
6246083000,12000
6246083000,12372
6246083000,12374
6246083023,40
6246083023,233
6246083023,17189
6246083023,275
6246083023,411
6246083023,595
6246083023,650
6246083023,672
6246083023,16523
6246083023,739
6246083023,750
6246083023,822
6246083023,916
6246083023,939
6246083023,1070
6246083023,1091
6246083023,1123
6246083023,1138
6246083023,1181
6246083023,1195
6246083023,1378
6246083023,1425
6246083023,1430
6246083023,1484
6246083023,17583
6246083023,1587
6246083023,1815
6246083023,1818
6246083023,13581
6246083023,1948
6246083023,1950
6246083023,1954
6246083023,1955
6246083023,2031
6246083023,2126
6246083023,2127
6246083023,2139
6246083023,2175
6246083023,2191
6246083023,2199
6246083023,2232
6246083023,2238
6246083023,2259
6246083023,2261
6246083023,2266
6246083023,15981
6246083023,2311
6246083023,2326
6246083023,2340
6246083023,2341
6246083023,2344
6246083023,2417
6246083023,2464
6246083023,2631
6246083023,2632
6246083023,2635
6246083023,2652
6246083023,2653
6246083023,2659
6246083023,2664
6246083023,2666
6246083023,2670
6246083023,2672
6246083023,2676
6246083023,2731
6246083023,3424
6246083023,3692
6246083023,3901
6246083023,3902
6246083023,3905
6246083023,3959
6246083023,4377
6246083023,4395
6246083023,4397
6246083023,4404
6246083023,15173
6246083023,4533
6246083023,4540
6246083023,4545
6246083023,4576
6246083023,4595
6246083023,4706
6246083023,4712
6246083023,5087
6246083023,5160
6246083023,5199
6246083023,5216
6246083023,5246
6246083023,1246
6246083023,5464
6246083023,5465
6246083023,5468
6246083023,5470
6246083023,5705
6246083023,5717
6246083023,5744
6246083023,5814
6246083023,5886
6246083023,5887
6246083023,5890
6246083023,5891
6246083023,5909
6246083023,9153
6246083023,5966
6246083023,6008
6246083023,6046
6246083023,6126
6246083023,6679
6246083023,6779
6246083023,6824
6246083023,6878
6246083023,6930
6246083023,7080
6246083023,7149
6246083023,18381
6246083023,7304
6246083023,7348
6246083023,7354
6246083023,7357
6246083023,7365
6246083023,7404
6246083023,7451
6246083023,12750
6246083023,7976
6246083023,7980
6246083023,7996
6246083023,7998
6246083023,8003
6246083023,12752
6246083023,5712
6246083023,8162
6246083023,8177
6246083023,8236
6246083023,8259
6246083023,8273
6246083023,8364
6246083023,8375
6246083023,8406
6246083023,8500
6246083023,9020
6246083023,13357
6246083023,9177
6246083023,9205
6246083023,9250
6246083023,9302
6246083023,9334
6246083023,9443
6246083023,9444
6246083023,9486
6246083023,9574
6246083023,9792
6246083023,9789
6246083023,9821
6246083023,9823
6246083023,9930
6246083023,9936
6246083023,9953
6246083023,10492
6246083023,10505
6246083023,10520
6246083023,5725
6246083023,10616
6246083023,10624
6246083023,10673
6246083023,10675
6246083023,10799
6246083023,13147
6246083023,10923
6246083023,10926
6246083023,10928
6246083023,10930
6246083023,10937
6246083023,10946
6246083023,10951
6246083023,10960
6246083023,10969
6246083023,11021
6246083023,11022
6246083023,11097
6246083023,11163
6246083023,11222
6246083023,11343
6246083023,11347
6246083023,11392
6246083023,11581
6246083023,11718
6246083023,11829
6246083023,12109
6246083023,12176
6246083023,12385
6246083043,58
6246083043,158
6246083043,753
6246083043,758
6246083043,766
6246083043,914
6246083043,1086
6246083043,1192
6246083043,13152
6246083043,17490
6246083043,2034
6246083043,2133
6246083043,2143
6246083043,2158
6246083043,3789
6246083043,4668
6246083043,4717
6246083043,13900
6246083043,6028
6246083043,6074
6246083043,6078
6246083043,6079
6246083043,6091
6246083043,7417
6246083043,7421
6246083043,7425
6246083043,14684
6246083043,7793
6246083043,7847
6246083043,7983
6246083043,7991
6246083043,9456
6246083043,9586
6246083043,9599
6246083043,10494
6246083043,10673
6246083043,16555
6246083043,11583
6246083043,11605
6246083043,11697
6246083089,773
6246083089,17243
6246083089,1050
6246083089,1421
6246083089,1430
6246083089,1441
6246083089,17583
6246083089,2126
6246083089,2135
6246083089,2158
6246083089,2192
6246083089,13984
6246083089,2213
6246083089,2230
6246083089,2534
6246083089,5834
6246083089,6079
6246083089,6089
6246083089,6091
6246083089,7348
6246083089,7357
6246083089,7388
6246083089,7389
6246083089,7390
6246083089,7397
6246083089,7443
6246083089,7444
6246083089,14685
6246083089,15761
6246083089,16627
6246083089,9577
6246083089,9592
6246083089,10489
6246083089,10659
6246083089,11362
6246083089,11371
6246083089,11389
6246083089,11400
6246083099,671
6246083099,739
6246083099,17243
6246083099,12939
6246083099,1430
6246083099,1836
6246083099,2135
6246083099,2139
6246083099,2175
6246083099,2177
6246083099,14932
6246083099,2226
6246083099,12652
6246083099,6089
6246083099,6137
6246083099,12916
6246083099,7357
6246083099,7362
6246083099,7388
6246083099,7389
6246083099,7390
6246083099,7443
6246083099,15761
6246083099,9541
6246083099,9567
6246083099,9570
6246083099,9592
6246083099,13881
6246083099,10489
6246083099,10494
6246083099,10623
6246083099,10705
6246083099,10969
6246083099,11263
6246083099,11362
6246083099,11400
6246083135,478
6246083135,661
6246083135,739
6246083135,773
6246083135,1034
6246083135,1050
6246083135,1078
6246083135,13153
6246083135,16322
6246083135,1466
6246083135,17583
6246083135,14086
6246083135,2126
6246083135,2127
6246083135,2135
6246083135,2158
6246083135,2164
6246083135,2174
6246083135,2175
6246083135,2177
6246083135,2189
6246083135,13984
6246083135,2214
6246083135,2225
6246083135,2247
6246083135,3810
6246083135,4204
6246083135,4958
6246083135,5489
6246083135,5836
6246083135,6079
6246083135,6089
6246083135,6091
6246083135,6126
6246083135,7347
6246083135,7348
6246083135,7357
6246083135,7389
6246083135,7466
6246083135,14685
6246083135,15761
6246083135,8010
6246083135,9192
6246083135,9567
6246083135,9568
6246083135,9577
6246083135,9578
6246083135,9592
6246083135,13353
6246083135,1408
6246083135,10489
6246083135,10494
6246083135,10646
6246083135,10659
6246083135,10674
6246083135,10969
6246083135,11276
6246083135,11364
6246083135,11371
6246083135,11400
6246083135,11694
6246083135,11962
6246083322,13549
6246083322,2409
6246083322,5172
6246083322,5204
6246083322,5220
6246083322,5337
6246083322,5682
6246083322,5720
6246083322,6789
6246083322,6803
6246083322,15179
6246083322,7898
6246083322,7899
6246083322,8161
6246083322,8177
6246083322,11029
6246083350,14525
6246083350,496
6246083350,661
6246083350,739
6246083350,775
6246083350,17243
6246083350,1050
6246083350,1164
6246083350,16841
6246083350,1441
6246083350,1539
6246083350,17583
6246083350,2126
6246083350,2127
6246083350,2135
6246083350,2139
6246083350,2151
6246083350,2158
6246083350,2164
6246083350,2174
6246083350,2175
6246083350,2177
6246083350,2180
6246083350,2189
6246083350,2199
6246083350,13982
6246083350,13984
6246083350,14932
6246083350,2239
6246083350,2246
6246083350,3798
6246083350,4403
6246083350,6079
6246083350,6091
6246083350,6126
6246083350,7208
6246083350,17869
6246083350,7348
6246083350,7357
6246083350,7367
6246083350,7411
6246083350,7425
6246083350,7466
6246083350,7477
6246083350,14682
6246083350,14685
6246083350,15761
6246083350,7844
6246083350,9201
6246083350,9485
6246083350,9570
6246083350,9577
6246083350,9578
6246083350,9592
6246083350,1408
6246083350,10489
6246083350,10491
6246083350,10494
6246083350,9535
6246083350,10657
6246083350,10683
6246083350,10706
6246083350,10801
6246083350,10804
6246083350,13150
6246083350,11360
6246083350,11362
6246083350,11400
6246083350,11962
6246083350,12000
6246083438,681
6246083438,739
6246083438,759
6246083438,775
6246083438,966
6246083438,1034
6246083438,1164
6246083438,1165
6246083438,1422
6246083438,1430
6246083438,1441
6246083438,2126
6246083438,2127
6246083438,2139
6246083438,2151
6246083438,2164
6246083438,2174
6246083438,2177
6246083438,2191
6246083438,2192
6246083438,2199
6246083438,13982
6246083438,14932
6246083438,2357
6246083438,13377
6246083438,13378
6246083438,5834
6246083438,6079
6246083438,6089
6246083438,6091
6246083438,6126
6246083438,6313
6246083438,6882
6246083438,7347
6246083438,7348
6246083438,7357
6246083438,7388
6246083438,7389
6246083438,7390
6246083438,7394
6246083438,7443
6246083438,7477
6246083438,14682
6246083438,14683
6246083438,14685
6246083438,15761
6246083438,9280
6246083438,9567
6246083438,9592
6246083438,13881
6246083438,1408
6246083438,10396
6246083438,10489
6246083438,10494
6246083438,9535
6246083438,10646
6246083438,10659
6246083438,10674
6246083438,10696
6246083438,10969
6246083438,11347
6246083438,11348
6246083438,11362
6246083438,11371
6246083438,11400
6246083438,11962
6246083735,661
6246083735,739
6246083735,753
6246083735,759
6246083735,766
6246083735,938
6246083735,1034
6246083735,1430
6246083735,2126
6246083735,2127
6246083735,2135
6246083735,2151
6246083735,2175
6246083735,2192
6246083735,2199
6246083735,13982
6246083735,2342
6246083735,3798
6246083735,6079
6246083735,6091
6246083735,6126
6246083735,7337
6246083735,7347
6246083735,7388
6246083735,7389
6246083735,7440
6246083735,7477
6246083735,9567
6246083735,9577
6246083735,9592
6246083735,13881
6246083735,10646
6246083735,10657
6246083735,10659
6246083735,10671
6246083735,10674
6246083735,10706
6246083735,11348
6246083735,11371
6246083735,11389
6246084044,98
6246084044,152
6246084044,234
6246084044,372
6246084044,546
6246084044,579
6246084044,659
6246084044,661
6246084044,693
6246084044,743
6246084044,822
6246084044,829
6246084044,867
6246084044,523
6246084044,622
6246084044,907
6246084044,914
6246084044,1118
6246084044,1138
6246084044,1157
6246084044,1178
6246084044,1191
6246084044,14189
6246084044,17583
6246084044,1805
6246084044,1809
6246084044,4387
6246084044,12652
6246084044,4534
6246084044,4785
6246084044,4812
6246084044,6002
6246084044,6028
6246084044,6045
6246084044,6078
6246084044,6128
6246084044,6316
6246084044,6706
6246084044,7333
6246084044,7344
6246084044,7998
6246084044,9280
6246084044,9286
6246084044,9549
6246084044,9577
6246084044,9599
6246084044,9821
6246084044,9850
6246084044,9876
6246084044,10509
6246084044,10519
6246084044,10672
6246084044,11586
6246084044,11990
6246084044,4812
6246084047,53
6246084047,260
6246084047,455
6246084047,513
6246084047,545
6246084047,579
6246084047,651
6246084047,678
6246084047,1965
6246084047,739
6246084047,753
6246084047,759
6246084047,766
6246084047,776
6246084047,1115
6246084047,1118
6246084047,1164
6246084047,1182
6246084047,17583
6246084047,2126
6246084047,2127
6246084047,2143
6246084047,2158
6246084047,2175
6246084047,2177
6246084047,2191
6246084047,2197
6246084047,13984
6246084047,14931
6246084047,14932
6246084047,4401
6246084047,4881
6246084047,4921
6246084047,4945
6246084047,13378
6246084047,6002
6246084047,6009
6246084047,6077
6246084047,6079
6246084047,6082
6246084047,6089
6246084047,6137
6246084047,6143
6246084047,6145
6246084047,6683
6246084047,6686
6246084047,16990
6246084047,6816
6246084047,7099
6246084047,7348
6246084047,7357
6246084047,7389
6246084047,7390
6246084047,7413
6246084047,7447
6246084047,7466
6246084047,14682
6246084047,7883
6246084047,5703
6246084047,16628
6246084047,9480
6246084047,9574
6246084047,13881
6246084047,1408
6246084047,10489
6246084047,10494
6246084047,9535
6246084047,10674
6246084047,10705
6246084047,10706
6246084047,10748
6246084047,10925
6246084047,10930
6246084047,10969
6246084047,11164
6246084047,11348
6246084047,11355
6246084047,11362
6246084047,11371
6246084047,16345
6323379380,101
6323379380,102
6323379380,116
6323379380,13384
6323379380,15685
6323379380,122
6323379380,7263
6323379380,7272
6323379380,7273
6323379380,12797
6323379380,12798
6323379380,17869
6323379380,17870
6323379380,14331
6323379380,8026
6323379380,12755
6323379380,8219
6323379589,58
6323379589,157
6323379589,159
6323379589,160
6323379589,410
6323379589,452
6323379589,454
6323379589,569
6323379589,577
6323379589,598
6323379589,624
6323379589,627
6323379589,653
6323379589,659
6323379589,712
6323379589,736
6323379589,759
6323379589,775
6323379589,622
6323379589,905
6323379589,906
6323379589,907
6323379589,922
6323379589,1179
6323379589,1197
6323379589,13153
6323379589,1459
6323379589,1499
6323379589,1516
6323379589,13421
6323379589,1564
6323379589,1576
6323379589,1581
6323379589,1592
6323379589,4889
6323379589,1950
6323379589,1953
6323379589,1977
6323379589,1988
6323379589,2024
6323379589,2128
6323379589,2136
6323379589,2145
6323379589,2173
6323379589,2176
6323379589,13982
6323379589,2219
6323379589,2239
6323379589,2258
6323379589,2264
6323379589,2266
6323379589,2298
6323379589,2342
6323379589,2420
6323379589,2424
6323379589,2436
6323379589,2444
6323379589,2470
6323379589,2639
6323379589,2655
6323379589,2681
6323379589,2727
6323379589,12954
6323379589,17865
6323379589,3789
6323379589,13994
6323379589,3983
6323379589,4204
6323379589,12382
6323379589,5162
6323379589,1228
6323379589,13488
6323379589,5386
6323379589,5418
6323379589,5419
6323379589,5723
6323379589,5729
6323379589,5946
6323379589,6020
6323379589,6028
6323379589,6114
6323379589,6115
6323379589,6347
6323379589,6672
6323379589,6738
6323379589,6746
6323379589,6765
6323379589,6803
6323379589,6825
6323379589,6860
6323379589,6875
6323379589,7207
6323379589,7333
6323379589,7373
6323379589,7402
6323379589,7417
6323379589,7611
6323379589,7796
6323379589,7833
6323379589,7992
6323379589,8011
6323379589,5326
6323379589,8219
6323379589,8251
6323379589,8542
6323379589,9193
6323379589,9457
6323379589,9559
6323379589,9767
6323379589,1408
6323379589,9939
6323379589,10489
6323379589,10492
6323379589,10494
6323379589,10505
6323379589,10513
6323379589,10530
6323379589,10540
6323379589,10721
6323379589,10792
6323379589,10924
6323379589,10930
6323379589,10942
6323379589,10957
6323379589,10969
6323379589,10977
6323379589,11023
6323379589,11034
6323379589,12863
6323379589,11109
6323379589,11155
6323379589,11174
6323379589,11204
6323379589,11219
6323379589,11262
6323379589,11263
6323379589,11276
6323379589,11348
6323379589,11355
6323379589,11359
6323379589,11362
6323379589,11379
6323379589,11968
6323379589,12918
6323379589,12063
6323379589,12314
